R,Z,phi,vR,vZ,vphi,time
1.0373600918805748,0.5878651610178387,-0.0460333197322228,-81680.34250567107,123531.20711170103,-25929.954062480327,4.14400000000009e-06
1.0372789460574785,0.5879889886297782,-0.04605951282129968,-81145.82309628744,123827.61193948869,-26193.08907688197,4.14500000000009e-06
1.0371983424882385,0.588113119550669,-0.046085943468370395,-80603.56923994604,124130.92089082584,-26430.647070717194,4.1460000000000896e-06
1.0371182879939513,0.5882375601752668,-0.04611258570728053,-80054.49428706506,124440.62459782808,-26642.238910135646,4.147000000000089e-06
1.0370387884713115,0.588362316378262,-0.046139413225136074,-79499.52263977284,124756.20299511701,-26827.517855542512,4.148000000000089e-06
1.0369598488830731,0.5884873935044308,-0.0461663994052683,-78939.58823823665,125077.12616881121,-26986.180132226556,4.1490000000000885e-06
1.0368814732500418,0.5886127963596529,-0.046193517370698774,-78375.63303130421,125402.85522209592,-27117.96543047492,4.150000000000088e-06
1.0368036646446077,0.5887385292028089,-0.04622074002803311,-77808.60543398559,125732.84315593903,-27222.657334331496,4.151000000000088e-06
1.0367264251858335,0.5888645957385724,-0.04624804011171138,-77239.45877432599,126066.5357634944,-27300.08367827534,4.1520000000000875e-06
1.0366497560361012,0.5889909991111091,-0.046275390228542594,-76669.14973223842,126403.37253671068,-27350.116831216492,4.153000000000087e-06
1.0365736573993283,0.5891177418986927,-0.046302762902449925,-76098.63677287998,126742.78758364271,-27372.673907328706,4.154000000000087e-06
1.036498128520751,0.5892448261092477,-0.04633013061935329,-75528.87857716472,127084.21055494432,-27367.71690336152,4.1550000000000864e-06
1.0364231676882791,0.5893722531768256,-0.046357465872115484,-74960.83247201199,127427.06757800623,-27335.25276219775,4.156000000000086e-06
1.036348772235416,0.5895000239590228,-0.04638474120547803,-74395.4528629295,127770.78219718955,-27275.333362546495,4.157000000000086e-06
1.0362749385457446,0.5896281387353414,-0.04641192926091282,-73833.68967152706,128114.77631859525,-27188.055434786103,4.158000000000085e-06
1.036201662058964,0.5897565972064992,-0.04643900282131591,-73276.48678054864,128458.47115780285,-27073.56040309571,4.159000000000085e-06
1.036128937278475,0.5898853984946882,-0.04646593485547005,-72724.78048899789,128801.28818900637,-26932.03415413803,4.160000000000085e-06
